@relation Mood_sharing

@attribute usedName string
@attribute following numeric
@attribute follower numeric
@attribute numOfTweets numeric
@attribute mentionScore numeric
@attribute hashtagScore numeric
@attribute numOfArticleShared numeric
@attribute numOfArticleSharedDist numeric
@attribute numOfFavorities numeric
@attribute numOfList numeric
@attribute upbeat numeric
@attribute worried numeric
@attribute angry numeric
@attribute depress numeric
@attribute plugedIn numeric
@attribute personable numeric
@attribute distant numeric
@attribute spacy numeric
@attribute analytic numeric
@attribute sensory numeric
@attribute inTheMoment numeric
@attribute openness numeric
@attribute consciousness numeric
@attribute extraversion numeric
@attribute agreeableness numeric
@attribute neuroticism numeric
@attribute avglikes numeric
@attribute mood_indignant numeric
@attribute mood_disappointed numeric
@attribute mood_worried numeric
@attribute mood_amused numeric
@attribute mood_satisfied numeric
@data
lekevdu69,534,1075,132000,0.0013783597518952446,0.26636802205375604,6,0.0262,2,?,38,26,27,31,82,18,66,27,21,46,40,0.2350000000000001,0.20451666666666668,0.2004166666666668,0.1396666666666666,0.16142857142857162,1.923444976076555,0.29,0.12,0.21,0.13,0.24
beppesevergnini,219,706000,5790,0.0793854033290653,0.06402048655569782,72,0.43114,1,0,20,44,25,52,47,12,59,32,16,14,42,0.21499999999999989,0.12599166666666675,0.14333333333333328,0.14500000000000005,0.09410714285714276,2.0295358871021105,0.45,0.1,0.08,0.04,0.33
HappyFennel,817,205,416,0.043057722308892356,0.10733229329173168,12,0.05882,18,0,11,31,16,61,39,9,53,44,9,14,43,0.21700000000000003,0.12637500000000013,0.10333333333333332,0.11999999999999998,0.09303571428571426,2.68741415095655,0.31,0.06,0.06,0.06,0.52
antoniolongo50,141,228,638,0.02137582588418189,0.020209871745044693,17,0.09239,3,0,13,39,16,46,19,11,53,33,9,15,36,0.23999999999999996,0.13819999999999982,0.13083333333333327,0.12300000000000003,0.09553571428571433,2.7309013770354844,0.53,0.13,0.08,0.06,0.2
expo4business,328,180,506,0.031180400890868598,0.06570155902004454,9,0.10227,0,0,12,21,19,44,50,7,54,25,11,11,33,0.24900000000000008,0.19219999999999976,0.1558333333333333,0.15399999999999997,0.10214285714285741,2.5746002114584017,0.42,0.09,0.07,0.05,0.37
ilariaselva,1001,1362,3637,0.04218472468916518,0.15008880994671403,3,0.01639,4216,0,26,60,16,37,82,16,64,44,10,36,38,0.23099999999999998,0.13570000000000004,0.16250000000000003,0.13100000000000014,0.12410714285714289,2.374620390455531,0.14,0.1,0.09,0.19,0.47
TommasoCurzio,355,274,5506,0.023482245131729668,0.11970217640320734,2,0.01681,353,0,10,86,16,59,41,16,44,56,9,12,46,0.229,0.1188,0.13666666666666677,0.1375,0.10267857142857131,3.057894736842105,0.56,0.06,0.06,0.12,0.19
djaniceto,411,24100,11800,0.007068452380952381,0.036458333333333336,16,0.09143,15600,1,13,23,16,50,21,8,44,30,9,12,40,0.20099999999999965,0.11009999999999999,0.1499999999999999,0.12350000000000001,0.0905357142857143,2.227352476002809,0.44,0.23,0.17,0.07,0.09
AsYouLight,171,124,409,0.038652482269503546,0.075177304964539,9,0.04072,53,0,19,37,18,40,51,12,59,31,11,33,36,0.2430000000000001,0.15349999999999991,0.16333333333333352,0.161,0.11696428571428563,1.5117117117117118,0.5,0,0.05,0.15,0.31
AndreaAsson,737,260,295,0.025943396226415096,0.04716981132075472,10,0.09434,31,0,11,27,16,51,50,7,59,37,9,12,36,0.276,0.11965000000000019,0.12666666666666665,0.13950000000000012,0.1091071428571429,2.9197776057206886,0.37,0.07,0.1,0.05,0.4
MantovaGuide,30,95,1398,0.024936061381074168,0.10294117647058823,2,0.01739,?,?,12,25,16,43,43,7,64,33,9,17,34,0.2460000000000001,0.1705499999999997,0.1841666666666667,0.14399999999999996,0.11125000000000022,2.6068194591894085,0.76,0.1,0.04,0.07,0.04
cesareporto,451,2864,59900,0.008601177003168854,0.04119511090991399,16,0.09697,19200,0,12,29,16,52,32,10,56,42,11,20,42,0.21299999999999997,0.09939999999999997,0.14666666666666675,0.15399999999999986,0.09214285714285705,2.1595351893610855,0.33,0.07,0.02,0.27,0.31
AlfredoFaetti,574,496,1612,0.03042008691453404,0.046837276677933366,17,0.12782,55,0,11,29,18,58,35,8,56,32,9,13,40,0.231,0.12100000000000002,0.14250000000000002,0.12350000000000014,0.09357142857142857,3.6235838348643226,0.44,0.04,0.06,0.08,0.39
davideRdV,890,594,644,0.07262569832402235,0.1297330850403476,2,0.01504,964,1,16,36,16,48,66,13,71,49,15,16,38,0.247,0.14535000000000003,0.16499999999999998,0.15949999999999992,0.11000000000000001,3.130696501733375,0.51,0.1,0.24,0.02,0.14
idrossido,779,3570,30400,0.0166015625,0.070556640625,43,0.18143,8030,6,10,70,16,62,39,12,50,43,11,18,38,0.2089999999999999,0.11299999999999993,0.13749999999999998,0.14899999999999997,0.0746428571428571,2.4197829059366858,0.47,0.06,0.1,0.04,0.32
jeperego,1717,4489,15300,0.03165374677002584,0.16731266149870802,3,0.025,16000,0,13,36,16,47,56,9,68,31,8,16,36,0.24800000000000005,0.12995000000000018,0.1383333333333333,0.12799999999999995,0.11589285714285726,1.9045556679988338,0.14,0.26,0.17,0.14,0.3
paolomoderato,113,216,1167,0.03808680248007086,0.022143489813994686,6,0.08955,15,0,19,34,29,45,33,13,58,29,15,21,35,0.23400000000000012,0.16399999999999967,0.15000000000000008,0.15516666666666667,0.12000000000000018,3.0020795550847295,0.52,0.1,0.11,0.06,0.22
M5SPaese,204,65,719,0.0,0.029225908372827805,4,0.01794,0,0,11,23,16,47,14,6,39,22,8,18,37,0.24200000000000013,0.13817499999999996,0.1225,0.15050000000000008,0.12607142857142872,3.5225213916609133,0.75,0.02,0.07,0.03,0.13
mottolese,684,6660,34700,0.030501089324618737,0.13071895424836602,15,0.14851,13,2,19,36,19,47,48,12,62,36,13,15,35,0.25000000000000017,0.13073333333333356,0.12250000000000003,0.1295,0.11660714285714288,2.4675426443873563,0.18,0.17,0.11,0.17,0.37
robsavastano,367,201,12800,0.01325301204819277,0.07991967871485944,8,0.04061,1587,?,13,40,19,45,38,14,66,36,12,36,39,0.22699999999999992,0.11664999999999999,0.11999999999999993,0.1381666666666666,0.10223214285714285,3.4682248344310342,0.42,0.04,0.12,0.08,0.35
OyboUntuned,1516,744,2062,0.010568031704095112,0.0488771466314399,2,0.02083,216,?,22,29,19,48,64,19,67,37,24,57,42,0.24000000000000005,0.19066666666666604,0.19250000000000003,0.15000000000000005,0.15285714285714308,1.19375,0.03,0.06,0.23,0.23,0.46
luigibartone,667,409,725,0.04249448123620309,0.13520971302428256,27,0.14062,17,0,11,41,16,46,67,9,69,62,7,13,38,0.2619999999999999,0.11525000000000019,0.13583333333333333,0.14649999999999996,0.09750000000000013,2.0165941185712337,0.33,0.07,0.11,0.14,0.35
CoachLN,394,800,10600,0.05925925925925926,0.05185185185185185,2,0.0125,679,1,12,34,19,52,31,9,35,35,9,12,39,0.2100000000000001,0.16479999999999956,0.20333333333333325,0.141,0.14410714285714293,2.6301369863013697,0.01,0.98,0.01,0,0
marisamoles,147,227,4645,0.02466367713004484,0.017376681614349777,76,0.62295,2243,0,9,47,19,55,28,11,57,37,9,16,42,0.23799999999999996,0.11823333333333355,0.11416666666666657,0.11549999999999994,0.10000000000000009,2.0558699730634573,0.42,0.08,0.11,0.09,0.3
GianlucaBarile1,1805,1509,11200,0.001055594651653765,0.01688951442646024,41,0.17521,1483,0,11,27,16,48,16,7,47,34,8,11,39,0.26700000000000035,0.12720000000000015,0.1683333333333333,0.14749999999999994,0.10624999999999998,1.8481068659727096,0.15,0.05,0.05,0.05,0.68
alealexse,186,59,1344,0.2473404255319149,0.023936170212765957,8,0.27586,41,?,12,66,16,42,71,12,83,32,10,12,36,0.24400000000000016,0.17270000000000052,0.18583333333333332,0.18650000000000005,0.1292857142857146,3.1269860130283926,0.69,0.04,0.04,0.05,0.18
carloalberto,3548,13600,52900,0.04078212290502793,0.012849162011173185,34,0.25564,5219,3,13,54,23,47,53,11,72,47,9,11,39,0.2649999999999999,0.14825000000000005,0.1383333333333333,0.1274999999999999,0.12125000000000007,1.9641314206127558,0.52,0.05,0.08,0.06,0.29
5stellePa,24,16,4614,0.0021645021645021645,0.0030303030303030303,10,0.04348,0,0,14,26,19,44,14,8,48,65,10,11,41,0.24099999999999994,0.11813333333333348,0.1583333333333334,0.157,0.08910714285714282,2.0461872586872585,0.54,0.01,0.03,0.02,0.4
Falcomichele,2001,430,5786,0.0,0.07831858407079646,5,0.02404,264,1,14,39,26,46,19,12,59,48,9,11,36,0.25199999999999984,0.16074999999999975,0.15666666666666662,0.13349999999999998,0.10214285714285717,1.4225941422594142,0.8,0.11,0.03,0.03,0.03
SphimmsTrip,2239,2580,5979,0.02061310782241015,0.13372093023255813,1,0.00769,2629,0,13,34,18,49,58,9,54,71,10,23,36,0.261,0.11449999999999999,0.14666666666666675,0.14750000000000008,0.11250000000000003,0.6,0.89,0.03,0.02,0.02,0.04
giuseppeferabol,1215,479,666,0.04714510214772132,0.005238344683080147,12,0.06452,177,?,10,19,16,48,22,5,42,84,7,16,39,0.26299999999999985,0.13189999999999985,0.18250000000000002,0.1505000000000001,0.10803571428571437,2.3745237369562853,0.44,0.15,0.07,0.06,0.28
bluestenyeyes,48,4,526,0.018601190476190476,0.04241071428571429,13,0.07429,46,0,14,44,16,55,41,10,77,47,8,18,34,0.27000000000000013,0.11370000000000019,0.12416666666666668,0.13299999999999995,0.10232142857142854,2.7600282481634943,0.27,0.04,0.04,0.15,0.49
clemgiu,804,1508,6065,0.07692307692307693,0.038461538461538464,2,0.01333,602,4,9,38,16,47,34,6,51,34,8,10,39,0.17900000000000002,0.1717000000000006,0.12666666666666676,0.2020000000000001,0.08571428571428612,1.0909090909090908,0,0,0,0.2,0.8
tancatanca,347,143,342,0.009487666034155597,0.053605313092979126,10,0.06849,10,1,27,43,23,45,45,18,65,29,21,20,37,0.25700000000000023,0.18281000000000017,0.15416666666666676,0.1216666666666666,0.1671428571428574,1.6818181818181819,0.42,0.09,0.06,0.08,0.35
SEEDSandCHIPS,966,1713,4994,0.06261343012704174,0.21234119782214156,18,0.20225,4946,7,49,22,16,23,72,15,75,27,14,13,38,0.23900000000000013,0.16784999999999967,0.1558333333333333,0.18450000000000005,0.14428571428571432,1.2520011946524119,0.46,0.04,0.11,0.04,0.34
ennam2013,33,162,7719,0.004490057729313663,0.009300833867864015,12,0.0625,2382,0,17,33,24,38,39,10,73,34,9,23,40,0.24199999999999997,0.10710000000000008,0.14749999999999996,0.13799999999999987,0.0855357142857142,3.6422298186751476,0.55,0.08,0.07,0.03,0.27
dcavedon,500,968,25400,0.03674540682414698,0.03937007874015748,23,0.21495,2718,5,15,31,19,45,50,13,60,34,19,14,39,0.2460000000000002,0.14175000000000007,0.15833333333333335,0.14149999999999996,0.10589285714285719,3.1686886582530867,0.39,0.15,0.04,0.08,0.33
magomerlino1971,6598,7884,169000,0.012609117361784675,0.06498545101842872,40,0.52632,98000,23,13,41,22,43,40,10,67,28,8,14,37,0.23799999999999993,0.14589999999999986,0.13499999999999998,0.14999999999999997,0.12232142857142875,3.771786226968323,0.49,0.04,0.07,0.09,0.31
nanni61mo,134,109,6136,0.0763582966226138,0.016152716593245228,9,0.10843,133,?,12,48,18,50,44,12,53,40,7,16,43,0.21200000000000008,0.16599999999999976,0.18500000000000014,0.16949999999999998,0.13625000000000018,4.738033072369559,0.53,0.05,0.06,0.06,0.3
tshirteria,124,36,430,0.001156737998843262,0.035858877964141125,2,0.00926,19,0,17,44,19,41,17,12,45,25,13,81,35,0.23900000000000002,0.13887500000000003,0.14499999999999993,0.136,0.10392857142857151,6.170212765957447,0.33,0,0.09,0.44,0.14
UnivPoliMarche,354,1506,1488,0.02043506921555702,0.11206328279499012,3,0.02609,615,?,15,33,17,42,46,9,65,32,11,14,38,0.2560000000000001,0.14216666666666675,0.125,0.126,0.13910714285714276,2.4767441860465116,0.28,0.07,0.07,0,0.58
SpazioEconomia,7786,7096,4336,0.0641925777331996,0.07489134068873286,4,0.0197,125,?,15,29,19,53,52,10,62,37,10,14,40,0.25199999999999995,0.1511499999999998,0.14750000000000021,0.13016666666666665,0.08714285714285706,1.6271427408956425,0.51,0.06,0.03,0.07,0.34
forzadicambiare,146,125,3134,0.0,0.12435514526201466,11,0.04889,1,0,16,21,18,40,35,9,63,71,11,15,37,0.22799999999999987,0.12535000000000016,0.15499999999999997,0.14400000000000007,0.09714285714285713,3.0116073966866446,0.51,0.1,0.02,0.09,0.28
fabvix1971,937,1800,67200,0.007046070460704607,0.06937669376693767,38,0.18357,184,2,14,36,21,51,28,13,54,34,10,49,42,0.24900000000000014,0.10470000000000002,0.1341666666666667,0.1269999999999998,0.07982142857142854,2.724467305501524,0.51,0.05,0.05,0.08,0.31
susibillingsley,1999,646,3989,0.023413897280966767,0.2054380664652568,7,0.03333,2905,2,35,46,21,54,78,18,56,53,27,27,34,0.2429999999999999,0.17885499999999974,0.14749999999999994,0.14100000000000001,0.15464285714285722,2.36018470440327,0.4,0.03,0.06,0.09,0.41
femereta,82,183,546,0.018622628250175684,0.020028109627547436,7,0.03911,7,0,9,47,16,55,16,11,53,43,13,15,40,0.2570000000000001,0.12788333333333343,0.12333333333333339,0.11999999999999993,0.09357142857142849,2.084776632556466,0.25,0.17,0.08,0.13,0.37
barbarab1974,753,290,5176,8.650519031141869E-4,0.0034602076124567475,16,0.08122,1440,0,15,28,16,47,19,8,36,50,8,18,38,0.23700000000000002,0.15274999999999983,0.17444444444444446,0.14400000000000002,0.1207142857142857,3.784313725490196,0.13,0.09,0.09,0.05,0.64
ilrelativista,68,106,8109,0.0,0.01729106628242075,41,0.17012,?,?,15,28,16,47,14,8,52,66,9,11,39,0.256,0.12060000000000007,0.13833333333333336,0.11600000000000005,0.07357142857142861,2.7182251496612797,0.33,0.35,0.04,0.14,0.12
fiordisale,2860,3173,73800,0.01646090534979424,0.0102880658436214,5,0.13158,19800,24,10,51,19,44,50,12,70,35,9,20,37,0.24700000000000003,0.16130000000000005,0.17000000000000007,0.18750000000000008,0.159821428571429,1.6449689658186906,0.42,0.11,0.1,0.07,0.3
Sanson55031884,1992,1782,21400,0.027301092043681748,0.02262090483619345,7,0.05645,1616,0,14,45,21,44,59,13,57,34,11,10,41,0.24100000000000002,0.1528666666666667,0.11916666666666663,0.13150000000000003,0.12607142857142867,4.836000901014788,0.45,0.05,0.05,0.04,0.41
baledcuram,1158,494,2017,0.030642750373692077,0.1038863976083707,4,0.0292,200,1,10,45,16,53,40,11,61,35,11,21,44,0.24599999999999997,0.15649999999999994,0.17749999999999994,0.1345000000000001,0.1298214285714287,3.6503663003663003,0.66,0.01,0.07,0.12,0.15
GnuFabio,71,516,15500,0.008866371120962635,0.05636478784040532,20,0.19048,346,0,12,26,18,46,29,8,66,30,8,18,35,0.267,0.12412500000000015,0.14250000000000002,0.13799999999999993,0.09857142857142867,4.6243425911586655,0.51,0.04,0.05,0.08,0.33
ale75meto,21,28,1435,0.048357664233576646,0.029197080291970802,29,0.16292,184,0,23,54,37,46,33,18,49,34,15,21,40,0.24300000000000008,0.1716666666666662,0.16694444444444442,0.15099999999999994,0.13107142857142853,2.0573730780653263,0.44,0.19,0.14,0.01,0.22
LiaQuartapelle,3334,7789,7214,0.08307372793354102,0.04257528556593977,7,0.10606,2465,1,9,56,19,52,65,10,75,27,11,12,36,0.2320000000000001,0.12873333333333342,0.155,0.1349999999999999,0.09071428571428582,1.7855029585798816,0.43,0.12,0.09,0.04,0.32
tsolignani,233,7431,25900,3.046922608165753E-4,0.11029859841560025,46,0.1811,790,3,14,46,16,50,39,13,58,55,9,15,43,0.245,0.12155000000000007,0.10333333333333337,0.10699999999999993,0.06857142857142857,1.692259585317747,0.51,0.05,0.05,0.15,0.23
Terronista,2697,9065,27600,0.023655913978494623,0.026344086021505377,8,0.04233,4031,6,10,22,16,62,27,6,56,40,9,10,40,0.2660000000000002,0.1384333333333333,0.1233333333333333,0.10016666666666665,0.11464285714285707,1.1555555555555557,0.21,0.22,0.2,0.14,0.22
marcosalvator13,1955,1611,6788,0.048873981792046,0.08960229995208434,8,0.05839,1645,4,12,33,21,53,43,8,59,40,8,13,37,0.2550000000000001,0.12290000000000004,0.1475,0.12150000000000004,0.10696428571428576,2.9876567397254483,0.5,0.28,0.09,0.02,0.12
CacciaDominioni,80,119,2041,0.0,0.00272975432211101,6,0.04545,799,0,17,40,17,48,33,15,64,39,12,13,38,0.262,0.1398,0.14250000000000004,0.1065,0.11892857142857152,3.133611441694327,0.43,0.16,0.06,0.12,0.23
diserzione,690,1896,54800,0.033789954337899546,0.029223744292237442,15,0.20548,23900,4,12,26,18,44,46,7,67,38,11,10,34,0.26,0.12930000000000014,0.14749999999999994,0.14150000000000007,0.1289285714285715,3.0519660152649397,0.67,0.06,0.03,0.06,0.17
FraGuttuso,1015,1215,25500,0.009532062391681109,0.08622183708838821,21,0.13548,3688,5,11,32,22,51,39,7,57,35,8,15,33,0.24000000000000005,0.11220000000000008,0.14000000000000004,0.13499999999999995,0.10607142857142855,3.226127701224284,0.61,0.05,0.1,0.04,0.2
FerreriFederica,417,293,2866,0.14086687306501547,0.16873065015479877,6,0.06061,1867,0,10,33,16,49,94,8,97,21,8,12,39,0.23600000000000002,0.13253333333333323,0.15500000000000008,0.16249999999999998,0.1275000000000002,1.6354166666666667,0.5,0,0.05,0.1,0.35
ManLanTuit,301,721,2301,0.0053509600251809885,0.164620711362921,28,0.13659,180,0,17,40,22,43,55,12,70,36,9,13,35,0.23800000000000016,0.10790000000000013,0.1183333333333333,0.12599999999999995,0.1132142857142857,4.011577376162769,0.57,0.05,0.07,0.06,0.25
lovelymilanoMI,191,572,1964,0.02736318407960199,0.048507462686567165,12,0.10256,396,0,9,32,22,50,43,8,51,40,8,23,37,0.2430000000000002,0.12056666666666663,0.16249999999999998,0.13516666666666663,0.11696428571428569,2.532106344926585,0.19,0.08,0.09,0.09,0.55
marlosyto,1986,1522,4763,0.016379310344827588,0.20862068965517241,3,0.03371,980,1,15,28,17,51,66,11,58,29,11,16,41,0.22699999999999998,0.13483333333333344,0.14333333333333337,0.11649999999999999,0.14089285714285715,2.349240780911063,0.29,0.2,0.18,0.13,0.2
DavideDeDo,179,52,843,0.025407166123778503,0.17068403908794788,14,0.13208,280,?,12,60,21,45,51,11,52,42,11,16,34,0.2280000000000001,0.13260000000000016,0.11583333333333332,0.1445,0.1019642857142858,2.080573803774407,0.23,0.13,0.06,0.17,0.4
FaticoniPiero,5038,5667,41200,0.039192399049881234,0.028503562945368172,13,0.09353,15800,?,10,22,16,46,37,5,48,43,7,17,37,0.21600000000000008,0.1357,0.14750000000000002,0.1514999999999999,0.13803571428571432,2.1450751490796787,0.78,0.06,0.04,0.03,0.1
NPagnoncelli,933,27600,2240,0.011885467314964884,0.004321988114532685,13,0.12745,21,0,13,24,16,55,41,9,58,28,14,17,41,0.252,0.14523333333333321,0.14999999999999997,0.16750000000000004,0.09910714285714291,2.7065471117165587,0.39,0.05,0.09,0.1,0.38
GiovanniCiocca,470,101,25500,0.0,0.0,51,0.19615,0,0,12,21,16,48,13,7,39,35,8,19,42,0.24999999999999997,0.14959999999999996,0.15833333333333333,0.14800000000000002,0.11392857142857145,2.4228931579326036,0.3,0.1,0.09,0.1,0.41
giacheme,469,540,7633,0.08115086683880487,0.11803762449280708,15,0.06522,409,1,10,25,19,52,58,6,62,33,8,11,37,0.22100000000000009,0.1563716666666663,0.16666666666666657,0.12099999999999991,0.15321428571428594,1.898611508809255,0.38,0.21,0.04,0.09,0.27
AndreawBenn,2474,2387,77900,0.03867403314917127,0.03314917127071823,18,0.81818,13800,0,15,28,21,43,46,10,51,37,13,20,38,0.23500000000000018,0.16480000000000009,0.19333333333333336,0.184,0.12642857142857164,2.8248535782830544,0.51,0.07,0.09,0.1,0.21
FBonafaccia,1224,1257,3685,0.010395010395010396,0.09355509355509356,7,0.15909,311,0,14,35,16,45,47,8,72,29,9,15,33,0.2460000000000002,0.14903333333333355,0.15500000000000008,0.18550000000000008,0.13803571428571446,2.19365012398402,0.39,0.06,0.04,0.03,0.48
LucaBalzi,1999,367,4469,0.061065733177751845,0.056009334889148193,4,0.02162,1060,0,16,31,18,44,41,8,63,54,9,21,36,0.231,0.13684999999999994,0.14416666666666672,0.13199999999999995,0.10107142857142849,1.5834114339268979,0.37,0.03,0.02,0.01,0.57
MirellaStella1,2900,2738,9964,0.05812574139976275,0.0498220640569395,2,0.01942,11300,?,12,100,17,43,99,15,93,33,12,17,40,0.24000000000000013,0.14073333333333354,0.1325,0.1891666666666668,0.13821428571428587,5.130577427821522,0.13,0.01,0.04,0.05,0.77
maxnik58,1251,1096,25200,0.050870147255689425,6.693440428380187E-4,30,0.13953,16,0,14,33,16,43,40,8,49,61,10,24,36,0.267,0.16260000000000005,0.1725,0.1519999999999999,0.14107142857142854,2.575002364044109,0.46,0.1,0.06,0.07,0.31
revengeCat,3677,3681,27700,0.0024449877750611247,0.04828850855745721,11,0.06395,2776,9,9,40,47,53,29,11,51,36,10,12,39,0.2300000000000001,0.13043333333333362,0.13249999999999998,0.1475,0.13285714285714284,4.1140579127421235,0.59,0.09,0.05,0.12,0.14
iotattack,75,3477,205000,0.0,0.20695970695970695,16,0.06723,29,0,24,23,22,54,64,16,68,40,21,20,47,0.2570000000000001,0.18698833333333287,0.1552777777777778,0.13400000000000004,0.1605357142857144,0.37777777777777777,0.17,0.11,0,0.11,0.61
OliviaPicchi,356,480,4076,9.041591320072332E-4,0.07504520795660036,26,0.11404,235,?,12,68,26,48,29,16,55,53,9,15,40,0.22499999999999998,0.13620000000000002,0.1583333333333334,0.14250000000000007,0.11446428571428575,3.2637964575784877,0.49,0.1,0.09,0.07,0.26
giupipia,98,50,33400,0.06973684210526315,0.3320175438596491,2,0.01,251,0,56,50,32,33,72,63,60,65,53,37,53,0.24700000000000016,0.1873249999999997,0.15166666666666667,0.16216666666666682,0.14803571428571455,3.663157894736842,0.33,0.09,0,0.01,0.57
peppexpo,2207,2676,4962,0.13034825870646766,0.12039800995024875,6,0.06897,174,0,13,44,22,52,63,9,70,35,10,12,36,0.24200000000000024,0.15689999999999982,0.17416666666666672,0.16849999999999996,0.12821428571428575,3.915,0.77,0.14,0.06,0.04,0
AsteriskEditore,868,1422,10000,0.016378100140383715,0.07908282639213851,16,0.08122,1699,?,14,93,16,43,28,30,39,39,12,16,46,0.24100000000000005,0.1273000000000001,0.16000000000000006,0.13199999999999995,0.09660714285714288,1.0294449656986433,0.4,0.07,0.29,0.16,0.08
Editormanque,602,2747,14600,0.03837118245888802,0.18872357086922475,5,0.05495,2370,1,12,31,26,53,70,9,78,35,12,17,35,0.245,0.1492,0.17333333333333334,0.16199999999999992,0.125714285714286,1.5245901639344261,0.88,0.12,0,0,0
danielamartani,2206,13200,17100,0.018226600985221674,0.15960591133004925,24,0.16216,3577,1,21,43,21,43,59,14,58,50,8,20,33,0.201,0.12403333333333333,0.15250000000000005,0.11099999999999995,0.11910714285714279,2.840779724085862,0.63,0.14,0.03,0.02,0.18
mariocastelli,717,1990,20800,0.010105092966855295,0.014955537590945837,30,0.2027,168,0,15,41,18,40,36,10,55,39,11,24,37,0.23300000000000015,0.10110000000000018,0.12000000000000004,0.09999999999999991,0.0994642857142856,2.9441518554463504,0.48,0.18,0.08,0.13,0.12
